,winner,loser,method,how,round,event_name,date,venue,city,country,attendance,url
5354,Damir Ismagulov,Thiago Moisés,decision,"30–26, 30–27, 30–27",3.0,UFC Fight Night: Andrade vs. Zhang,2019-08-31,Shenzhen Universiade Sports Centre,shenzhen,china,10302.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang
5355,Heili Alateng,Danaa Batgerel,decision,"29–27, 29–27, 29–27",3.0,UFC Fight Night: Andrade vs. Zhang,2019-08-31,Shenzhen Universiade Sports Centre,shenzhen,china,10302.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang
5356,Karolline Rosa Cavedo,Lara Fritzen Procópio,decision,"28–29, 30–27, 29–28",3.0,UFC Fight Night: Andrade vs. Zhang,2019-08-31,Shenzhen Universiade Sports Centre,shenzhen,china,10302.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang
5357,Khabib Nurmagomedov (c),Dustin Poirier (ic),submission,rearnaked choke,3.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5358,Paul Felder,Edson Barboza,decision,"27–30, 29–28, 30–27",3.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5359,Islam Makhachev,Davi Ramos,decision,"29–27, 30–26, 30–26",3.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5360,Curtis Blaydes,Shamil Abdurakhimov,tko,elbow and punches,2.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5361,Carlos Diego Ferreira,Mairbek Taisumov,decision,"29–28, 29–27, 29–27",3.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5362,Joanne Calderwood,Andrea Lee,decision,"28–29, 30–27, 29–28",3.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5363,Zubaira Tukhugov,Lerone Murphy,draw,split,3.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5364,Sarah Moras,Liana Jojua,tko,punches and elbows,3.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5365,Ottman Azaitar,Teemu Packalén,ko,punch,1.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5366,Belal Muhammad,Takashi Sato,submission,rearnaked choke,3.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5367,Muslim Salikhov,Nordine Taleb,ko,punch,1.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5368,Omari Akhmedov,Zak Cummings,decision,"30–27, 30–27, 29–28",3.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5369,Don Madge,Fares Ziam,decision,"30–27, 30–27, 29–28",3.0,UFC 242: Khabib vs. Poirier,2019-09-07,"The Arena, Yas Island",abu dhabi,united arab emirates,,https://en.wikipedia.org/wiki/UFC_242
5370,Justin Gaethje,Donald Cerrone,tko,punches,1.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5371,Glover Teixeira,Nikita Krylov,decision,"28–29, 29–28, 29–28",3.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5372,Todd Duffee,Jeff Hughes,no contest,contest accidental eye poke,1.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5373,Tristan Connelly,Michel Pereira,decision,"29–28, 29–27, 29–27",3.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5374,Uriah Hall,Antônio Carlos Júnior,decision,"29–28, 28–29, 29–28",3.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5375,Misha Cirkunov,Jimmy Crute,submission,peruvian necktie,1.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5376,Augusto Sakai,Marcin Tybura,ko,punches,1.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5377,Miles Johns,Cole Smith,decision,"28–29, 29–28, 29–28",3.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5378,Hunter Azure,Brad Katona,decision,"29–28, 30–27, 29–28",3.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5379,Chas Skelly,Jordan Griffin,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5380,Louis Smolka,Ryan MacDonald,tko,punches,1.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5381,Austin Hubbard,Kyle Prepolec,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Rogers Arena,vancouver,canada,15114.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Gaethje
5382,Yair Rodríguez,Jeremy Stephens,no contest,contest accidental eye poke,1.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5383,Carla Esparza,Alexa Grasso,decision,"28–28, 29–28, 29–28",3.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5384,Brandon Moreno,Askar Askarov,draw,split,3.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5385,Irene Aldana,Vanessa Melo,decision,"30–26, 30–26, 30–26",3.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5386,Steven Peterson,Martín Bravo,ko,spinning backfist,2.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5387,José Alberto Quiñónez,Carlos Huachin,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5388,Kyle Nelson,Polo Reyes,tko,punches,1.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5389,Angela Hill,Ariane Carnelossi,tko,doctor stoppage,3.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5390,Sergio Pettis,Tyson Nam,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5391,Paul Craig,Vinicius Moreira,submission,rearnaked choke,1.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5392,Bethe Correia,Sijara Eubanks,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5393,Claudio Puelles,Marcos Rosa Mariano,decision,"30–25, 30–25, 30–25",3.0,UFC Fight Night: Rodríguez vs. Stephens,2019-09-21,Arena Ciudad de México,mexico city,mexico,10112.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodr%C3%ADguez_vs._Stephens
5394,Jared Cannonier,Jack Hermansson,tko,punches,2.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5395,Mark Madsen,Danilo Belluardo,tko,punches,1.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5396,Gilbert Burns,Gunnar Nelson,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5397,Ion Cuțelaba,Khalil Rountree Jr.,tko,elbows,1.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5398,Ovince Saint Preux,Michał Oleksiejczuk,submission,von flue choke,2.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5399,Nicolas Dalby,Alex Oliveira,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5400,John Phillips,Alen Amedovski,ko,punches,1.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5401,Makhmud Muradov,Alessio Di Chirico,decision,"29–28, 29–28, 29–28",3.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5402,Ismail Naurdiev,Siyar Bahadurzada,decision,"30–26, 30–25, 30–25",3.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5403,Giga Chikadze,Brandon Davis,decision,"29–28, 28–29, 29–28",3.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5404,Lina Länsberg,Macy Chiasson,decision,"29–27, 29–27, 29–28",3.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5405,Marc Diakiese,Lando Vannata,decision,"30–27, 30–27, 30–26",3.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5406,Jack Shore,Nohelin Hernandez,submission,rearnaked choke,3.0,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Royal Arena,copenhagen,denmark,12767.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hermansson_vs._Cannonier
5407,Israel Adesanya (ic),Robert Whittaker (c),ko,punches,2.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5408,Dan Hooker,Al Iaquinta,decision,"30–27, 30–27, 30–26",3.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5409,Sergey Spivak,Tai Tuivasa,technical submission,submission armtriangle choke,2.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5410,Dhiego Lima,Luke Jumeau,decision,"28–29, 29–28, 29–28",3.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5411,Yorgan de Castro,Justin Tafa,ko,punch,1.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5412,Jake Matthews,Rostem Akman,decision,"30–27, 30–27, 30–27",3.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5413,Callan Potter,Maki Pitolo,decision,"29–28, 29–28, 29–28",3.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5414,Brad Riddell,Jamie Mullarkey,decision,"29–27, 30–26, 30–26",3.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5415,Megan Anderson,Zarah Fairn dos Santos,submission,triangle choke,1.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5416,Ji Yeon Kim,Nadia Kassem,tko,body punches,2.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5417,Khalid Taha,Bruno Gustavo da Silva,submission,armtriangle choke,3.0,UFC 243: Whittaker vs. Adesanya,2019-10-05,Marvel Stadium,melbourne,australia,57127.0,https://en.wikipedia.org/wiki/UFC_243
5418,Joanna Jędrzejczyk,Michelle Waterson,decision,"50–45, 50–45, 49–46",5.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5419,Cub Swanson,Kron Gracie,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5420,Niko Price,James Vick,ko,upkick,1.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5421,Amanda Ribas,Mackenzie Dern,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5422,Matt Frevola,Luis Peña,decision,"28–29, 29–28, 29–28",3.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5423,Eryk Anders,Gerald Meerschaert,decision,"28–29, 29–28, 29–28",3.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5424,Ryan Spann,Devin Clark,submission,guillotine choke,2.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5425,Mike Davis,Thomas Gifford,ko,punch,3.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5426,Alex Morono,Max Griffin,decision,"29–28, 29–27, 29–28",3.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5427,Deiveson Figueiredo,Tim Elliott,submission,guillotine choke,1.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5428,Marlon Vera,Andre Ewell,tko,elbows and punches,3.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5429,Miguel Baeza,Hector Aldana,tko,leg kicks and elbows,2.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5430,Marvin Vettori,Andrew Sanchez,decision,"30–27, 30–27, 30–27",3.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5431,JJ Aldrich,Lauren Mueller,decision,"30–27, 29–28, 29–28",3.0,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Amalie Arena,tampa,usa,10597.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Joanna_vs._Waterson
5432,Dominick Reyes,Chris Weidman,ko,punches,1.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5433,Yair Rodríguez,Jeremy Stephens,decision,"29–28, 29–28, 29–28",3.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5434,Greg Hardy,Ben Sosoli,no contest,contest overturned,3.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5435,Joe Lauzon,Jonathan Pearce,tko,punches,1.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5436,Maycee Barber,Gillian Robertson,tko,punches,1.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5437,Darren Stewart,Deron Winn,decision,"29–28, 28–29, 29–28",3.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5438,Charles Rosa,Manny Bermudez,verbal submission,submission armbar,1.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5439,Molly McCann,Diana Belbiţă,decision,"30–26, 30–26, 30–26",3.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5440,Sean Woodson,Kyle Bochniak,decision,"30–26, 30–27, 30–27",3.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5441,Randy Costa,Boston Salmon,tko,punches,1.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5442,Sean Brady,Court McGee,decision,"29–28, 30–27, 30–27",3.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5443,Brendan Allen,Kevin Holland,submission,rearnaked choke,2.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5444,Tanner Boser,Daniel Spitz,decision,"30–27, 30–27, 30–27",3.0,UFC on ESPN: Reyes vs. Weidman,2019-10-18,TD Garden,boston,usa,12066.0,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Reyes_vs._Weidman
5445,Demian Maia,Ben Askren,technical submission,submission rearnaked choke,3.0,UFC Fight Night: Maia vs. Askren,2019-10-26,Singapore Indoor Stadium,kallang,singapore,7155.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Askren
5446,Stevie Ray,Michael Johnson,decision,"29–28, 29–28, 28–28",3.0,UFC Fight Night: Maia vs. Askren,2019-10-26,Singapore Indoor Stadium,kallang,singapore,7155.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Askren
5447,Beneil Dariush,Frank Camacho,submission,rearnaked choke,1.0,UFC Fight Night: Maia vs. Askren,2019-10-26,Singapore Indoor Stadium,kallang,singapore,7155.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Askren
5448,Ciryl Gane,Don’tale Mayes,submission,heel hook,3.0,UFC Fight Night: Maia vs. Askren,2019-10-26,Singapore Indoor Stadium,kallang,singapore,7155.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Askren
5449,Muslim Salikhov,Laureano Staropoli,decision,"30–26, 30–26, 29–28",3.0,UFC Fight Night: Maia vs. Askren,2019-10-26,Singapore Indoor Stadium,kallang,singapore,7155.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Askren
5450,Randa Markos,Ashley Yoder,decision,"29–28, 28–29, 29–28",3.0,UFC Fight Night: Maia vs. Askren,2019-10-26,Singapore Indoor Stadium,kallang,singapore,7155.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Askren
5451,Rafael Fiziev,Alex White,decision,"29–28, 30–27, 30–27",3.0,UFC Fight Night: Maia vs. Askren,2019-10-26,Singapore Indoor Stadium,kallang,singapore,7155.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Askren
5452,Movsar Evloev,Enrique Barzola,decision,"29–28, 29–28, 30–27",3.0,UFC Fight Night: Maia vs. Askren,2019-10-26,Singapore Indoor Stadium,kallang,singapore,7155.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Askren
5453,Sergei Pavlovich,Maurice Greene,tko,punches,1.0,UFC Fight Night: Maia vs. Askren,2019-10-26,Singapore Indoor Stadium,kallang,singapore,7155.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Askren
5454,Loma Lookboonmee,Aleksandra Albu,decision,"30–27, 28–29, 30–27",3.0,UFC Fight Night: Maia vs. Askren,2019-10-26,Singapore Indoor Stadium,kallang,singapore,7155.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Askren
